"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation","timestamp_ms","time_offset","distance","starttimestamp_ms","profile_name"
2022-01-29 18:34:23,46.05455133,13.37994125,149.313903808594,3.7900925,176.1,24.34,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481263000,2022-01-29 18:34:23,19059.8203354892,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:24,46.05433544,13.37994443,149.181945800781,3.7900925,179.5,23.99,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481264000,2022-01-29 18:34:24,19083.8274623609,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:25,46.05411884,13.37993273,148.89453125,3.7900925,182.9,23.64,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481265000,2022-01-29 18:34:25,19107.9291998051,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:26,46.05390793,13.37990254,148.768859863281,3.7900925,186,23.3,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481266000,2022-01-29 18:34:26,19131.4967495795,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:27,46.05370505,13.37984876,148.47265625,3.7900925,189.5,23.39,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481267000,2022-01-29 18:34:27,19154.4345285235,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:28,46.05349571,13.37979077,148.578796386719,3.7900925,190.8,23.83,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481268000,2022-01-29 18:34:28,19178.1383115054,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:29,46.05327794,13.3797306,148.621826171875,3.7900925,191.2,24.52,22,"gps",NA,NA,NA,45,NA,NA,NA,68,NA,1643481269000,2022-01-29 18:34:29,19202.7943768966,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:30,46.05305626,13.37966582,148.899353027344,3.7900925,192.6,25.26,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481270000,2022-01-29 18:34:30,19227.9458552563,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:31,46.05282712,13.37958286,149.177795410156,3.7900925,195.1,25.9,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481271000,2022-01-29 18:34:31,19254.2170232564,1643473958892,"DailyGPSLogger"
2022-01-29 18:34:32,46.05259879,13.37948586,149.101928710938,3.7900925,196.7,26.33,23,"gps",0.5,0.6,0.8,45,NA,NA,NA,68,NA,1643481272000,2022-01-29 18:34:32,19280.686613734,1643473958892,"DailyGPSLogger"
