"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation","timestamp_ms","time_offset","distance","starttimestamp_ms","profile_name"
2022-01-04 13:32:48,46.08596982,13.3592821,157.44287109375,3.802518,281.8,14.5,20,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303168000,2022-01-04 13:32:48,13814.5254049728,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:49,46.0859972,13.35909639,157.307983398438,3.804633,281.9,14.4,21,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303169000,2022-01-04 13:32:49,13829.1678111373,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:50,46.08602325,13.35891878,157.124755859375,3.802514,281.9,14.2,20,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303170000,2022-01-04 13:32:50,13843.1684303558,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:51,46.08604911,13.35873997,157.051147460938,3.8023536,281.8,13.99,20,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303171000,2022-01-04 13:32:51,13857.255272876,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:52,46.08607401,13.35856503,156.970520019531,3.8025072,281.6,13.75,21,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303172000,2022-01-04 13:32:52,13871.028209346,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:53,46.08609964,13.35839108,156.942260742188,3.8042943,281.8,13.48,20,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303173000,2022-01-04 13:32:53,13884.7429934881,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:54,46.08612463,13.35822351,156.859985351562,3.8023622,281.9,13.31,20,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303174000,2022-01-04 13:32:54,13897.9617248793,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:55,46.08614836,13.35805944,156.895385742188,3.8026304,281.8,12.92,21,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303175000,2022-01-04 13:32:55,13910.8873514441,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:56,46.08617157,13.35790067,156.876098632812,3.8025157,281.8,12.3,20,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303176000,2022-01-04 13:32:56,13923.4010582076,1641302174803,"DailyGPSLogger"
2022-01-04 13:32:57,46.0861952,13.35774535,156.838623046875,3.8043118,282.2,11.94,20,"gps",0.5,0.7,0.8,45,NA,NA,NA,93,NA,1641303177000,2022-01-04 13:32:57,13935.6644531114,1641302174803,"DailyGPSLogger"
