"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation","timestamp_ms","time_offset","distance","starttimestamp_ms","profile_name"
2022-01-29 23:03:56,46.02155853,13.28601591,124.283142089844,13.798277,NA,0,11,"gps",0.9,0.8,1.2,45,NA,NA,NA,47,NA,1643497436000,2022-01-29 23:03:56,31253.5494978584,1643473958892,"DailyGPSLogger"
2022-01-29 23:03:57,46.02155813,13.28601349,124.167053222656,12.610448,NA,0,11,"gps",0.9,0.8,1.2,45,NA,NA,NA,47,NA,1643497437000,2022-01-29 23:03:57,31253.7415725742,1643473958892,"DailyGPSLogger"
2022-01-29 23:03:58,46.02155624,13.28601278,124.105529785156,14.184125,NA,0,11,"gps",0.9,0.8,1.2,45,NA,NA,NA,47,NA,1643497438000,2022-01-29 23:03:58,31253.9587634519,1643473958892,"DailyGPSLogger"
2022-01-29 23:03:59,46.02155634,13.28601219,124.044250488281,13.189162,NA,0,10,"gps",1.1,0.8,1.4,45,NA,NA,NA,47,NA,1643497439000,2022-01-29 23:03:59,31254.0056561941,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:00,46.02156816,13.28599009,123.272521972656,13.507503,NA,0,9,"gps",0.7,0.7,1,45,NA,NA,NA,47,NA,1643497440000,2022-01-29 23:04:00,31256.159542619,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:01,46.02156823,13.28598801,123.61865234375,14.659093,NA,0,13,"gps",0.8,0.8,1.1,45,NA,NA,NA,47,NA,1643497441000,2022-01-29 23:04:01,31256.3203328595,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:05,46.02140888,13.28598174,129.54345703125,13.764643,168.9,1.68,12,"gps",0.7,0.7,1,45,NA,NA,NA,47,NA,1643497445000,2022-01-29 23:04:05,31274.0458568645,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:06,46.02135524,13.28586402,128.276489257812,13.074787,171.6,0.77,15,"gps",0.8,0.8,1.1,45,NA,NA,NA,47,NA,1643497446000,2022-01-29 23:04:06,31284.9175491284,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:07,46.02128437,13.28589151,126.805786132812,12.815273,178.2,1.21,11,"gps",0.7,0.7,1,45,NA,NA,NA,47,NA,1643497447000,2022-01-29 23:04:07,31293.078786464,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:08,46.02124396,13.28585532,130.802917480469,12.257895,172,0.86,14,"gps",0.6,0.7,1,45,NA,NA,NA,47,NA,1643497448000,2022-01-29 23:04:08,31298.3701769018,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:09,46.0212528,13.28578078,136.991394042969,11.728259,239.9,0.67,14,"gps",0.6,0.7,0.9,45,NA,NA,NA,47,NA,1643497449000,2022-01-29 23:04:09,31304.2089563707,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:10,46.02127107,13.28570396,139.633239746094,11.154363,254.9,1.15,15,"gps",0.6,0.7,0.9,45,NA,NA,NA,47,NA,1643497450000,2022-01-29 23:04:10,31310.4786979862,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:11,46.02128955,13.28564059,137.71240234375,10.496122,232.8,0.96,16,"gps",0.6,0.7,0.9,45,NA,NA,NA,47,NA,1643497451000,2022-01-29 23:04:11,31315.785649095,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:12,46.02131112,13.28557362,137.723388671875,4.0173693,281.2,1.79,15,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497452000,2022-01-29 23:04:12,31321.4857609667,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:13,46.02133472,13.28552427,135.938537597656,3.7900925,302.3,0.81,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497453000,2022-01-29 23:04:13,31326.1124159763,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:14,46.02134828,13.28549361,135.7138671875,3.7900925,289.6,0.26,18,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497454000,2022-01-29 23:04:14,31328.9191532172,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:15,46.02135332,13.28547064,136.102172851562,3.7900925,216,0.4,18,"gps",0.6,0.6,0.9,45,NA,NA,NA,47,NA,1643497455000,2022-01-29 23:04:15,31330.7791645267,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:16,46.02134573,13.28546094,135.711853027344,3.7900925,164.3,1.49,17,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497456000,2022-01-29 23:04:16,31331.9075394752,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:17,46.02134114,13.28545347,135.95556640625,3.7900925,169.8,0.53,17,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497457000,2022-01-29 23:04:17,31332.6777123716,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:18,46.02132934,13.28545152,136.059631347656,3.7900925,158.3,1.9,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497458000,2022-01-29 23:04:18,31333.9984229787,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:19,46.02131988,13.28545105,136.215026855469,3.7900925,159.6,0.8,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497459000,2022-01-29 23:04:19,31335.0509527885,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:20,46.02131971,13.28544955,137.194458007812,3.7900925,133.6,0.22,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497460000,2022-01-29 23:04:20,31335.1683043425,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:21,46.02131469,13.28544989,138.466674804688,3.7900925,160.6,0.63,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497461000,2022-01-29 23:04:21,31335.7271198629,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:22,46.02130684,13.2854466,137.990112304688,3.7900925,182.5,0.57,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497462000,2022-01-29 23:04:22,31336.6362133562,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:23,46.02128919,13.28544532,138.248229980469,3.7900925,189.5,1.33,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497463000,2022-01-29 23:04:23,31338.6012907399,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:24,46.02127257,13.28544298,137.365173339844,3.7900925,223.3,1.03,20,"gps",NA,NA,NA,45,NA,NA,NA,47,NA,1643497464000,2022-01-29 23:04:24,31340.4581615166,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:25,46.02125965,13.28543067,136.497436523438,3.7900925,236.4,1.46,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497465000,2022-01-29 23:04:25,31342.1807642851,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:26,46.02124566,13.28541996,134.993713378906,3.7900925,227.9,1.4,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497466000,2022-01-29 23:04:26,31343.9425217392,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:27,46.02123073,13.28541188,133.817749023438,3.7900925,219.2,1.36,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497467000,2022-01-29 23:04:27,31345.7160187151,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:28,46.02121737,13.28540262,132.687866210938,3.7900925,215.5,1.35,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497468000,2022-01-29 23:04:28,31347.364688843,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:29,46.02119857,13.28540427,132.07080078125,3.7900925,185.9,1.61,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497469000,2022-01-29 23:04:29,31349.4590320354,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:30,46.0211862,13.28540392,132.4462890625,3.7900925,194.7,1.3,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497470000,2022-01-29 23:04:30,31350.834778732,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:31,46.02117398,13.28540274,133.012939453125,3.7900925,190.5,1.33,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497471000,2022-01-29 23:04:31,31352.1966319338,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:32,46.02116442,13.28539405,133.029541015625,3.7900925,205.8,1.25,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497472000,2022-01-29 23:04:32,31353.4537053547,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:33,46.02115178,13.28538753,132.251037597656,3.7900925,200.9,1.24,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497473000,2022-01-29 23:04:33,31354.9466491864,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:34,46.02113915,13.28538466,132.897216796875,3.7900925,197.6,1.17,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497474000,2022-01-29 23:04:34,31356.368417017,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:35,46.02112972,13.28537882,133.063110351562,3.7900925,213.6,1.08,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497475000,2022-01-29 23:04:35,31357.5098316848,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:36,46.02111817,13.28537593,133.091430664062,3.7900925,193.2,1.22,21,"gps",0.5,NA,NA,45,NA,NA,NA,47,NA,1643497476000,2022-01-29 23:04:36,31358.8133745596,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:37,46.02110398,13.28537852,133.129211425781,3.7900925,169.6,1.25,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497477000,2022-01-29 23:04:37,31360.403853187,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:38,46.0210976,13.28538053,132.368041992188,3.7900925,178.7,0.86,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497478000,2022-01-29 23:04:38,31361.1300545119,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:39,46.0210868,13.2853829,132.221740722656,3.7900925,174.9,1.06,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497479000,2022-01-29 23:04:39,31362.3448221643,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:40,46.0210991,13.2853834,132.620422363281,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497480000,2022-01-29 23:04:40,31363.7130645341,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:41,46.02110266,13.28538345,132.623107910156,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497481000,2022-01-29 23:04:41,31364.108937298,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:42,46.02109249,13.28538441,132.440673828125,3.7900925,186.5,0.83,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497482000,2022-01-29 23:04:42,31365.2422164344,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:43,46.0210839,13.2853874,132.452941894531,3.7900925,169.2,0.84,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497483000,2022-01-29 23:04:43,31366.224885574,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:44,46.02107372,13.28539004,132.393432617188,3.7900925,174,0.74,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497484000,2022-01-29 23:04:44,31367.3750573212,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:45,46.02107204,13.28539315,131.871887207031,3.7900925,NA,0,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497485000,2022-01-29 23:04:45,31367.6792952398,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:46,46.02107056,13.28539626,131.853576660156,3.7900925,NA,0,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497486000,2022-01-29 23:04:46,31367.9704077086,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:47,46.02107008,13.28539707,131.855346679688,3.7900925,NA,0,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497487000,2022-01-29 23:04:47,31368.0526288262,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:48,46.02106997,13.28539728,131.853149414062,3.7900925,NA,0,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497488000,2022-01-29 23:04:48,31368.0729395647,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:49,46.02106995,13.28539736,131.849426269531,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497489000,2022-01-29 23:04:49,31368.0795047467,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:50,46.02106993,13.28539742,131.845886230469,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497490000,2022-01-29 23:04:50,31368.0846436581,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:51,46.02106991,13.28539747,131.842590332031,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497491000,2022-01-29 23:04:51,31368.0890990334,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:52,46.02106986,13.28539754,131.849548339844,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497492000,2022-01-29 23:04:52,31368.0968529929,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:53,46.02106981,13.28539757,131.845397949219,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497493000,2022-01-29 23:04:53,31368.1028759862,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:54,46.02106799,13.28539749,131.833740234375,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497494000,2022-01-29 23:04:54,31368.3053450012,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:55,46.02106722,13.28539682,131.917236328125,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497495000,2022-01-29 23:04:55,31368.4053803877,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:56,46.02106701,13.28539666,131.913757324219,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497496000,2022-01-29 23:04:56,31368.4317979898,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:57,46.02106694,13.28539663,131.910888671875,3.7900925,NA,0,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497497000,2022-01-29 23:04:57,31368.4399190002,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:58,46.0210669,13.28539664,131.906799316406,3.7900925,NA,0,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497498000,2022-01-29 23:04:58,31368.4444333198,1643473958892,"DailyGPSLogger"
2022-01-29 23:04:59,46.02106688,13.28539664,131.906372070312,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497499000,2022-01-29 23:04:59,31368.4466572185,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:00,46.02106685,13.28539665,131.903686523438,3.7900925,NA,0,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497500000,2022-01-29 23:05:00,31368.4500812611,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:01,46.02106682,13.28539665,131.898803710938,3.7900925,NA,0,19,"gps",NA,NA,NA,45,NA,NA,NA,47,NA,1643497501000,2022-01-29 23:05:01,31368.4534171084,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:02,46.02106679,13.28539664,131.895935058594,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497502000,2022-01-29 23:05:02,31368.4568411511,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:03,46.02106677,13.28539665,131.896118164062,3.7900925,NA,0,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497503000,2022-01-29 23:05:03,31368.4591952775,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:04,46.02106674,13.28539668,131.89599609375,3.7900925,NA,0,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497504000,2022-01-29 23:05:04,31368.4632565027,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:05,46.0210667,13.28539671,131.891967773438,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497505000,2022-01-29 23:05:05,31368.4682713382,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:06,46.02106667,13.28539673,131.894470214844,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497506000,2022-01-29 23:05:06,31368.4719472898,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:07,46.02106665,13.28539675,131.8935546875,3.7900925,NA,0,19,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497507000,2022-01-29 23:05:07,31368.4746547737,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:08,46.02106662,13.28539679,131.890747070312,3.7900925,NA,0,18,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497508000,2022-01-29 23:05:08,31368.479200855,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:09,46.02106659,13.28539682,131.885925292969,3.7900925,NA,0,18,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497509000,2022-01-29 23:05:09,31368.4832620808,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:10,46.02106656,13.28539685,131.885375976562,3.7900925,NA,0,18,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497510000,2022-01-29 23:05:10,31368.4873233059,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:11,46.02106653,13.28539686,131.883483886719,3.7900925,NA,0,17,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497511000,2022-01-29 23:05:11,31368.4907473486,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:12,46.0210665,13.28539687,131.880615234375,3.7900925,NA,0,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497512000,2022-01-29 23:05:12,31368.4941713905,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:13,46.02106647,13.2853969,131.879516601562,3.7900925,NA,0,18,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497513000,2022-01-29 23:05:13,31368.4982326163,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:14,46.02106645,13.28539692,131.879455566406,3.7900925,NA,0,18,"gps",0.6,NA,NA,45,NA,NA,NA,47,NA,1643497514000,2022-01-29 23:05:14,31368.5009401002,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:15,46.02106642,13.28539694,131.879272460938,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497515000,2022-01-29 23:05:15,31368.5046160526,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:16,46.02106639,13.28539696,131.878723144531,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497516000,2022-01-29 23:05:16,31368.5082920042,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:17,46.02106637,13.28539697,131.877807617188,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497517000,2022-01-29 23:05:17,31368.5106461307,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:18,46.02106635,13.28539698,131.876892089844,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497518000,2022-01-29 23:05:18,31368.5130002571,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:19,46.02106634,13.28539701,131.879089355469,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497519000,2022-01-29 23:05:19,31368.5155697131,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:20,46.02106632,13.28539702,131.878112792969,3.7900925,NA,0,17,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497520000,2022-01-29 23:05:20,31368.5179238388,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:21,46.02106631,13.28539702,131.8779296875,3.7900925,NA,0,17,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497521000,2022-01-29 23:05:21,31368.5190357882,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:22,46.0210663,13.28539703,131.876342773438,3.7900925,NA,0,16,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497522000,2022-01-29 23:05:22,31368.5203895301,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:23,46.02106631,13.28539705,131.87451171875,3.7900925,NA,0,16,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497523000,2022-01-29 23:05:23,31368.5222924686,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:24,46.02106631,13.28539707,131.872375488281,3.7900925,NA,0,17,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497524000,2022-01-29 23:05:24,31368.52383673,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:25,46.02106543,13.28539364,131.694580078125,3.7900925,271.8,0.25,17,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497525000,2022-01-29 23:05:25,31368.8061762297,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:26,46.02106758,13.28538583,131.38427734375,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497526000,2022-01-29 23:05:26,31369.4548704142,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:27,46.02106961,13.2853819,131.368408203125,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497527000,2022-01-29 23:05:27,31369.8330666497,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:28,46.02107012,13.2853809,131.368347167969,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497528000,2022-01-29 23:05:28,31369.9288675641,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:29,46.02107025,13.2853806,131.36572265625,3.7900925,NA,0,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497529000,2022-01-29 23:05:29,31369.9561718507,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:30,46.02107028,13.2853805,131.363647460938,3.7900925,NA,0,18,"gps",0.5,0.6,0.8,45,NA,NA,NA,47,NA,1643497530000,2022-01-29 23:05:30,31369.9645829421,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:31,46.0210654,13.28536683,131.800720214844,3.7900925,237.5,1.14,18,"gps",0.6,0.7,0.9,45,NA,NA,NA,47,NA,1643497531000,2022-01-29 23:05:31,31371.1513999212,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:32,46.02106448,13.28536397,131.852172851562,3.7900925,NA,0,16,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497532000,2022-01-29 23:05:32,31371.3947736533,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:33,46.02111796,13.28498889,127.743041992188,4.449871,268.3,4.75,16,"gps",0.6,0.6,0.8,45,NA,NA,NA,47,NA,1643497533000,2022-01-29 23:05:33,31400.9600681805,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:34,46.02112187,13.2849239,127.394409179688,4.2013874,273.3,4.65,16,"gps",0.6,NA,NA,45,NA,NA,NA,47,NA,1643497534000,2022-01-29 23:05:34,31405.9969402558,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:35,46.02115115,13.28479313,125.514282226562,3.7900925,281.7,4.6,17,"gps",0.7,0.8,1.1,45,NA,NA,NA,47,NA,1643497535000,2022-01-29 23:05:35,31416.6060118629,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:36,46.02115587,13.28473863,125.52880859375,3.8822162,298.4,4.5,11,"gps",0.7,0.7,1,45,NA,NA,NA,47,NA,1643497536000,2022-01-29 23:05:36,31420.8467206956,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:37,46.02114872,13.28469852,125.285888671875,4.5357184,321.2,3.92,14,"gps",0.6,0.7,0.9,45,NA,NA,NA,47,NA,1643497537000,2022-01-29 23:05:37,31424.0441532233,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:38,46.021162,13.28468935,125.018371582031,5.2164373,331.7,2.96,16,"gps",0.6,0.7,0.9,45,NA,NA,NA,47,NA,1643497538000,2022-01-29 23:05:38,31425.6817962665,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:39,46.02119787,13.28465511,125.176879882812,5.8499637,334,3.65,17,"gps",0.6,0.7,0.9,45,NA,NA,NA,47,NA,1643497539000,2022-01-29 23:05:39,31430.4669971611,1643473958892,"DailyGPSLogger"
2022-01-29 23:05:40,46.02123694,13.28461916,125.790100097656,5.414331,335.1,4.44,17,"gps",NA,NA,NA,45,NA,NA,NA,47,NA,1643497540000,2022-01-29 23:05:40,31435.622457038,1643473958892,"DailyGPSLogger"
