"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation","timestamp_ms","time_offset","distance","starttimestamp_ms","profile_name"
2022-01-17 08:23:14,46.08605272,13.35911288,151.507629394531,3.8075407,282,21.59,19,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407794000,2022-01-17 08:23:14,13551.2519191642,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:15,46.08609265,13.35884113,151.387512207031,3.8072414,281.9,21.47,17,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407795000,2022-01-17 08:23:15,13572.6750412456,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:16,46.08613144,13.35857063,151.3359375,3.8075979,281.8,21.27,19,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407796000,2022-01-17 08:23:16,13593.9778212362,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:17,46.08616972,13.35830322,151.402587890625,3.806765,281.6,21.01,17,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407797000,2022-01-17 08:23:17,13615.0357345622,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:18,46.08620733,13.35803924,151.5,3.8068225,281.6,20.71,17,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407798000,2022-01-17 08:23:18,13635.8195157192,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:19,46.08624654,13.35778206,151.413452148438,3.8066902,282.1,20.23,17,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407799000,2022-01-17 08:23:19,13656.1273059556,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:20,46.08628969,13.35753195,151.450317382812,3.8054674,283.8,19.77,18,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407800000,2022-01-17 08:23:20,13676.0040748214,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:21,46.08634058,13.35728945,151.266784667969,3.8050096,286.5,19.5,17,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407801000,2022-01-17 08:23:21,13695.543472783,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:22,46.0863965,13.35705221,151.002685546875,3.8061678,288.8,19.32,18,"gps",NA,NA,NA,45,NA,NA,NA,90,NA,1642407802000,2022-01-17 08:23:22,13714.8675863355,1642406896239,"DailyGPSLogger"
2022-01-17 08:23:23,46.0864571,13.35681866,150.564331054688,3.805312,290.6,19.22,18,"gps",0.6,0.6,0.8,45,NA,NA,NA,90,NA,1642407803000,2022-01-17 08:23:23,13734.0985650022,1642406896239,"DailyGPSLogger"
