"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation","timestamp_ms","time_offset","distance","starttimestamp_ms","profile_name","battery_charging"
2022-02-26 23:00:01,46.08386155,13.31433341,157.260864257812,10.281735,NA,0,9,"gps",1.9,0.9,2.1,45,NA,NA,NA,17,NA,1645916401000,2022-02-26 23:00:01,16809.8964920631,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:02,46.08386155,13.31433341,157.258544921875,10.309217,NA,0,7,"gps",1.1,0.8,1.4,45,NA,NA,NA,17,NA,1645916402000,2022-02-26 23:00:02,16809.8964920631,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:03,46.08386155,13.3143334,157.256042480469,10.361206,NA,0,11,"gps",1.1,0.8,1.4,45,NA,NA,NA,17,NA,1645916403000,2022-02-26 23:00:03,16809.8972633163,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:04,46.08386156,13.3143334,157.254516601562,10.451837,NA,0,11,"gps",1,0.8,1.3,45,NA,NA,NA,17,NA,1645916404000,2022-02-26 23:00:04,16809.8983752657,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:05,46.08386155,13.3143334,157.2568359375,10.54379,NA,0,11,"gps",1,0.8,1.3,45,NA,NA,NA,17,NA,1645916405000,2022-02-26 23:00:05,16809.899487215,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:06,46.08386156,13.3143334,157.257873535156,10.5739155,NA,0,12,"gps",1,0.8,1.3,45,NA,NA,NA,17,NA,1645916406000,2022-02-26 23:00:06,16809.9005991644,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:07,46.08386156,13.3143334,157.257934570312,10.591489,NA,0,12,"gps",0.9,0.8,1.2,45,NA,NA,NA,17,NA,1645916407000,2022-02-26 23:00:07,16809.9005991644,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:08,46.08386157,13.31433341,157.258483886719,10.487663,NA,0,13,"gps",0.7,0.7,1,45,NA,NA,NA,17,NA,1645916408000,2022-02-26 23:00:08,16809.901952406,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:09,46.08386158,13.31433341,157.257934570312,10.402424,NA,0,14,"gps",0.7,0.7,1,45,NA,NA,NA,17,NA,1645916409000,2022-02-26 23:00:09,16809.9030643546,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:10,46.08386159,13.3143334,157.261169433594,10.357655,NA,0,14,"gps",0.7,0.7,1,45,NA,NA,NA,17,NA,1645916410000,2022-02-26 23:00:10,16809.9044175962,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:11,46.08386158,13.3143334,157.260864257812,10.318358,NA,0,14,"gps",0.7,0.7,1,45,NA,NA,NA,17,NA,1645916411000,2022-02-26 23:00:11,16809.9055295456,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:12,46.08386159,13.3143334,157.26171875,10.249383,NA,0,14,"gps",0.7,0.7,1,45,NA,NA,NA,17,NA,1645916412000,2022-02-26 23:00:12,16809.906641495,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:13,46.08386159,13.31433339,157.265014648438,10.215346,NA,0,14,"gps",0.7,0.7,1,45,NA,NA,NA,17,NA,1645916413000,2022-02-26 23:00:13,16809.9074127483,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:14,46.08386159,13.3143334,157.267578125,10.199924,NA,0,14,"gps",0.7,0.7,1,45,NA,NA,NA,17,NA,1645916414000,2022-02-26 23:00:14,16809.9081840017,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:15,46.08386159,13.3143334,157.265991210938,10.242858,NA,0,13,"gps",0.9,0.8,1.2,45,NA,NA,NA,17,NA,1645916415000,2022-02-26 23:00:15,16809.9081840017,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:16,46.08386159,13.31433339,157.267761230469,10.365714,NA,0,11,"gps",0.9,0.8,1.2,45,NA,NA,NA,17,NA,1645916416000,2022-02-26 23:00:16,16809.9089552551,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:17,46.08386159,13.3143334,157.265380859375,10.386696,NA,0,10,"gps",0.9,0.8,1.2,45,NA,NA,NA,17,NA,1645916417000,2022-02-26 23:00:17,16809.9097265084,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:18,46.0838616,13.31433341,157.264587402344,10.208051,NA,0,11,"gps",0.9,0.8,1.2,45,NA,NA,NA,17,NA,1645916418000,2022-02-26 23:00:18,16809.9110797501,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:19,46.08386159,13.31433345,157.26611328125,10.223951,NA,0,11,"gps",0.7,0.7,0.9,45,NA,NA,NA,17,NA,1645916419000,2022-02-26 23:00:19,16809.9143590393,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:20,46.0838616,13.31433347,157.264038085938,10.402282,NA,0,15,"gps",0.6,0.7,0.9,45,NA,NA,NA,16,NA,1645916420000,2022-02-26 23:00:20,16809.9162605539,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:21,46.08386159,13.31433348,157.263916015625,10.383494,NA,0,16,"gps",0.6,0.7,0.9,45,NA,NA,NA,16,NA,1645916421000,2022-02-26 23:00:21,16809.9176137956,1645899095467,"DailyGPSLogger",FALSE
2022-02-26 23:00:22,46.0838616,13.31433349,157.263061523438,10.320632,NA,0,16,"gps",0.6,0.7,0.9,45,NA,NA,NA,16,NA,1645916422000,2022-02-26 23:00:22,16809.9189670373,1645899095467,"DailyGPSLogger",FALSE
