"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation"
2021-11-05 23:55:44,46.0219264,13.28541946,115.323364257812,6.0542607,NA,0,10,"gps",1,0.9,1.4,45,NA,NA,NA,60,NA
2021-11-05 23:55:45,46.02193713,13.28550596,133.401916503906,7.442054,NA,0,10,"gps",1,0.9,1.4,45,NA,NA,NA,60,NA
2021-11-05 23:55:46,46.02195393,13.28553784,132.85546875,7.991208,NA,0,10,"gps",1,0.9,1.4,45,NA,NA,NA,60,NA
2021-11-05 23:55:47,46.02196377,13.28559,138.747802734375,9.379802,NA,0,10,"gps",1,0.9,1.4,45,NA,NA,NA,60,NA
2021-11-05 23:55:48,46.02197275,13.28561887,140.252868652344,9.051028,NA,0,11,"gps",0.9,0.9,1.2,45,NA,NA,NA,60,NA
2021-11-05 23:55:49,46.02197383,13.28563453,144.715759277344,9.44444,NA,0,11,"gps",NA,NA,NA,45,NA,NA,NA,60,NA
2021-11-05 23:55:50,46.0219722,13.2856357,147.842529296875,8.293744,NA,0,12,"gps",0.8,0.9,1.2,45,NA,NA,NA,60,NA
2021-11-05 23:55:51,46.02195948,13.2856308,146.698913574219,6.582509,NA,0,12,"gps",0.8,0.9,1.2,45,NA,NA,NA,60,NA
2021-11-05 23:55:52,46.02195083,13.2856349,147.82568359375,5.82395,NA,0,12,"gps",0.8,0.9,1.2,45,NA,NA,NA,60,NA
2021-11-05 23:55:53,46.02195323,13.28563311,145.963562011719,5.472491,NA,0,13,"gps",0.8,0.8,1.1,45,NA,NA,NA,60,NA
2021-11-05 23:55:54,46.02195769,13.2856344,145.2744140625,4.9750104,NA,0,13,"gps",0.8,0.8,1.1,45,NA,NA,NA,60,NA
2021-11-05 23:55:55,46.02196481,13.28563501,144.763854980469,4.899234,NA,0,13,"gps",0.8,0.8,1.1,45,NA,NA,NA,60,NA
2021-11-05 23:55:56,46.02196413,13.28564547,145.982116699219,4.623121,NA,0,14,"gps",0.7,0.8,1.1,45,NA,NA,NA,60,NA
2021-11-05 23:55:57,46.02196451,13.28564821,145.914794921875,4.466937,NA,0,15,"gps",0.7,0.7,1,45,NA,NA,NA,60,NA
