"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation"
2021-08-29 15:12:27,46.05449003,13.37994267,149.2666015625,3.7900925,177.6,26.2,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:28,46.05425806,13.37993625,149.46044921875,3.7900925,181.2,26.35,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:29,46.05402137,13.37990765,149.387023925781,3.7900925,185.4,26.47,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:30,46.05378394,13.37985687,149.251953125,3.7900925,188.7,26.68,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:31,46.05354595,13.37978904,149.128601074219,3.7900925,191.5,26.83,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:32,46.05330817,13.37970872,148.9267578125,3.7900925,193.2,27,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:33,46.05307206,13.37962093,148.828857421875,3.7900925,189.1,27.12,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:34,46.05283638,13.37952857,148.97412109375,3.7900925,189.8,27.3,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:35,46.05259747,13.37943474,148.831420898438,3.7900925,190.8,27.46,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:36,46.05235883,13.3793438,148.71826171875,3.7900925,187.5,27.46,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:37,46.05212105,13.37925052,148.604309082031,3.7900925,188,27.6,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:38,46.05187726,13.37915607,148.366394042969,3.7900925,189.2,27.71,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:39,46.05163444,13.37906039,148.099548339844,3.7900925,190.3,27.85,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:40,46.05139315,13.37896864,147.786682128906,3.7900925,190.5,27.73,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:41,46.05115574,13.37887735,147.637817382812,3.7900925,192.6,27.34,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:42,46.05092984,13.37879064,147.528625488281,3.7900925,193.5,26.16,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:43,46.05072302,13.3787092,147.364013671875,3.7900925,194.6,24.01,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:44,46.05053602,13.37863966,147.181396484375,3.7900925,195,21.62,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:45,46.05036941,13.37857311,146.857177734375,3.7900925,195.9,19.39,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:46,46.05022575,13.37851423,146.99560546875,3.7900925,197.5,16.88,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:47,46.05011297,13.37845827,147.013793945312,3.7900925,202.2,13.7,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:48,46.05001981,13.37839046,147.203552246094,3.7900925,210.7,11.74,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:49,46.04994306,13.37829769,147.363586425781,3.7900925,224.6,11.28,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:50,46.04986618,13.37820896,147.688415527344,3.7900925,223.9,11.19,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:51,46.04976782,13.37815385,148.107360839844,3.7900925,205.1,11.23,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:52,46.0496643,13.37815699,148.468444824219,3.7900925,183.4,11.42,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:53,46.04955861,13.37818614,148.394348144531,3.7900925,176.6,12.13,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:54,46.04943782,13.37821324,148.646423339844,3.7900925,173,13.11,19,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:55,46.04930201,13.37819237,148.633056640625,3.7900925,189.2,15.86,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:56,46.04915294,13.37815686,148.314758300781,3.7900925,192,17.82,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:57,46.04899246,13.37811034,148.302856445312,3.7900925,192.2,19.35,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:58,46.04883105,13.37805716,148.274047851562,3.7900925,193.9,19.02,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:12:59,46.04865331,13.37800004,148.677062988281,3.7900925,193,20.28,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:00,46.04847199,13.37794001,148.262451171875,3.7900925,193.2,21.17,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:01,46.04828517,13.37787357,148.010009765625,3.7900925,193.3,21.46,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:02,46.04809035,13.37780921,147.975646972656,3.7900925,194.2,22.35,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:03,46.04788642,13.37773931,147.951049804688,3.7900925,192.1,23.17,19,"gps",0.6,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:04,46.04767715,13.3776616,147.5859375,3.7900925,195.4,23.91,18,"gps",0.6,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:05,46.04746627,13.37757366,147.435119628906,3.7900925,195.4,24.49,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:06,46.0472507,13.37747855,146.990661621094,3.7900925,197.4,25.24,20,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:07,46.04702948,13.37737252,147.4619140625,3.7900925,198.8,25.91,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:08,46.04680578,13.37726138,147.508544921875,3.7900925,200.1,26.45,21,"gps",0.5,NA,NA,45,NA,NA,NA,96,NA
2021-08-29 15:13:09,46.04658222,13.37714222,147.396850585938,3.7900925,201.2,26.77,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:10,46.04636016,13.37701265,147.405700683594,3.7900925,202.2,27.06,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:11,46.04613356,13.3768778,147.015625,3.7900925,202.7,27.39,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
2021-08-29 15:13:12,46.04590777,13.3767389,146.922973632812,3.7900925,202.3,27.48,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,96,NA
