"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation"
2021-12-23 06:57:55,46.10091462,13.35920213,159.837158203125,3.7900925,307.3,23.15,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:57:56,46.10103624,13.35896761,159.984985351562,3.7900925,304.7,22.48,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:57:57,46.10114505,13.35873741,160.114868164062,3.7900925,303.9,21.69,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:57:58,46.10125304,13.35851216,160.200073242188,3.7900925,306,20.94,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:57:59,46.10136652,13.35830915,159.904174804688,3.7900925,311.9,20.45,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:00,46.10149999,13.35812928,160.057861328125,3.7900925,320,20.32,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:01,46.10164755,13.35797264,160.244018554688,3.7900925,326,20.45,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:02,46.10180463,13.35782842,160.204406738281,3.7900925,326.5,20.82,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:03,46.10195874,13.35766657,160.316040039062,3.7900925,321.7,21.02,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:04,46.10210386,13.35748774,160.199951171875,3.7900925,315.6,21.37,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:05,46.10222962,13.35727557,159.802490234375,3.7900925,309.1,21.64,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:06,46.10234703,13.35704209,159.729248046875,3.7900925,306.7,22.1,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:07,46.10246607,13.35680625,159.921203613281,3.7900925,306.8,22.27,24,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:08,46.10258731,13.35658067,159.823852539062,3.7900925,307,22.24,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:09,46.10270621,13.35635459,159.708251953125,3.7900925,306.1,21.95,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:10,46.10282295,13.3561306,159.833374023438,3.7900925,308,21.5,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:11,46.10295251,13.35593147,160.011901855469,3.7900925,316,20.85,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:12,46.10309624,13.35577306,160.393310546875,3.7900925,326.5,20.24,23,"gps",0.5,NA,NA,45,NA,NA,NA,92,NA
2021-12-23 06:58:13,46.10325589,13.35565035,160.171813964844,3.7900925,336.7,20.06,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:14,46.10342861,13.3555714,160.148193359375,3.7900925,345.9,20.14,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:15,46.10361213,13.35553438,160.537658691406,3.7900925,355.2,20.45,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:16,46.10380424,13.35554085,160.687561035156,3.7900925,3.5,20.96,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:17,46.10400458,13.35555935,161.154968261719,3.7900925,5.1,21.67,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:18,46.10420753,13.35558757,161.501953125,3.7900925,5.2,22.42,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:19,46.10441666,13.35561415,161.810913085938,3.7900925,5.5,23.18,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:20,46.10462559,13.35564578,161.815612792969,3.7900925,5.7,23.92,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
2021-12-23 06:58:21,46.10484778,13.35568002,162.383056640625,3.7900925,6,24.67,23,"gps",0.5,0.6,0.7,45,NA,NA,NA,92,NA
