"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation","timestamp_ms","time_offset","distance","starttimestamp_ms","profile_name","battery_charging"
2022-05-14 20:38:18,46.08598411,13.35931335,157.537780761719,3.7900925,282.6,20.32,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560698000,2022-05-14 20:38:18,25950.7192647958,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:19,46.08602999,13.35904833,157.177062988281,3.7900925,282.8,20.67,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560699000,2022-05-14 20:38:19,25971.7852954765,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:20,46.08606537,13.35878684,156.99267578125,3.7900925,281.4,20.22,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560700000,2022-05-14 20:38:20,25992.3321415556,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:21,46.08610349,13.35853028,157.356811523438,3.7900925,282.3,20.47,21,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560701000,2022-05-14 20:38:21,26012.5675485131,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:22,46.08614249,13.35828049,157.526550292969,3.7900925,282.3,20.2,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560702000,2022-05-14 20:38:22,26032.3139700589,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:23,46.08618324,13.35803377,158.142150878906,3.7900925,282.5,20.18,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560703000,2022-05-14 20:38:23,26051.8736235369,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:24,46.08622167,13.35778651,157.955322265625,3.7900925,282.8,20.06,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560704000,2022-05-14 20:38:24,26071.4157524934,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:25,46.08627264,13.35752028,157.471130371094,3.7900925,283.7,20.23,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560705000,2022-05-14 20:38:25,26092.7158117672,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:26,46.0863248,13.3572621,157.6796875,3.7900925,286.9,20.53,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560706000,2022-05-14 20:38:26,26113.454677231,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:27,46.08636149,13.35700975,158.130249023438,3.7900925,281.4,20.03,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560707000,2022-05-14 20:38:27,26133.3393980418,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:28,46.08643908,13.35677971,158.331665039062,3.7900925,294,20.75,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560708000,2022-05-14 20:38:28,26153.0670984373,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:29,46.08650675,13.3565338,157.957580566406,3.7900925,292.3,20.72,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560709000,2022-05-14 20:38:29,26173.4702830337,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:30,46.08657133,13.35627835,157.914184570312,3.7900925,291.9,21.02,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560710000,2022-05-14 20:38:30,26194.4389324103,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:31,46.08663834,13.35602841,158.076599121094,3.7900925,290.9,20.7,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560711000,2022-05-14 20:38:31,26215.1047100556,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:32,46.08670626,13.35577112,157.08935546875,3.7900925,291.1,21.11,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560712000,2022-05-14 20:38:32,26236.3359494232,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:33,46.08676355,13.35552916,156.685668945312,3.7900925,289.5,20.7,22,"gps",0.5,NA,NA,45,NA,NA,NA,78,NA,1652560713000,2022-05-14 20:38:33,26256.0536378781,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:34,46.08681561,13.35527039,156.898803710938,3.7900925,285.7,20.9,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560714000,2022-05-14 20:38:34,26276.8329225422,1652559865520,"DailyGPSLogger",FALSE
2022-05-14 20:38:35,46.08686192,13.35501362,157.570007324219,3.7900925,282.7,20.7,22,"gps",0.5,0.6,0.8,45,NA,NA,NA,78,NA,1652560715000,2022-05-14 20:38:35,26297.2939058503,1652559865520,"DailyGPSLogger",FALSE
